,高雄時間,同意票,不同意票,同意比例,有效票,無效票,投票人數,已開投票所投票人總數,投票率,應送行政區,已送行政區,應送開票所,已送開票所,行政區
0,2020-06-06 16:43:50,82692,2486,3.6,85178,520,85698,225014,38.09,38,0,1823,251,高雄市
1,2020-06-06 16:44:50,82692,2486,3.6,85178,520,85698,225014,38.09,38,0,1823,251,高雄市
2,2020-06-06 16:45:51,108484,3255,4.72,111739,676,112415,289386,38.85,38,0,1823,316,高雄市
3,2020-06-06 16:46:51,108484,3255,4.72,111739,676,112415,289386,38.85,38,0,1823,316,高雄市
4,2020-06-06 16:47:51,108484,3255,4.72,111739,676,112415,289386,38.85,38,0,1823,316,高雄市
5,2020-06-06 16:48:51,147193,4345,6.4,151538,904,152442,387528,39.34,38,0,1823,405,高雄市
6,2020-06-06 16:49:52,147193,4345,6.4,151538,904,152442,387528,39.34,38,0,1823,405,高雄市
7,2020-06-06 16:50:52,147193,4345,6.4,151538,904,152442,387528,39.34,38,0,1823,405,高雄市
8,2020-06-06 16:51:52,197253,5742,8.58,202995,1181,204176,513250,39.78,38,0,1823,513,高雄市
9,2020-06-06 16:52:52,197253,5742,8.58,202995,1181,204176,513250,39.78,38,0,1823,513,高雄市
10,2020-06-06 16:53:53,197253,5742,8.58,202995,1181,204176,513250,39.78,38,0,1823,513,高雄市
11,2020-06-06 16:54:53,253511,7337,11.02,260848,1493,262341,653814,40.12,38,0,1823,631,高雄市
12,2020-06-06 16:56:09,5198,116,24.64,5314,37,5351,12182,43.93,1,0,24,15,鹽埕區
13,2020-06-06 16:56:09,5750,138,5.07,5888,34,5922,16011,36.99,1,0,77,15,鼓山區
14,2020-06-06 16:56:09,7689,205,32.44,7894,39,7933,19303,41.1,1,0,22,19,前金區
15,2020-06-06 16:56:09,13359,356,30.78,13715,65,13780,33382,41.28,1,0,42,34,新興區
16,2020-06-06 16:56:09,18363,487,12.12,18850,86,18936,45671,41.46,1,0,99,33,楠梓區
17,2020-06-06 16:56:09,17736,481,11.28,18217,109,18326,44252,41.41,1,0,119,39,前鎮區
18,2020-06-06 16:56:09,253511,7337,11.02,260848,1493,262341,653814,40.12,38,0,1823,631,高雄市
19,2020-06-06 16:56:09,5467,152,22.82,5619,38,5657,12493,45.28,1,0,18,10,旗津區
20,2020-06-06 16:56:09,14168,377,5.04,14545,78,14623,31469,46.47,1,0,189,30,三民區
21,2020-06-06 16:56:09,13226,421,8.36,13647,75,13722,46465,29.53,1,0,103,42,左營區
22,2020-06-06 16:56:09,14897,382,10.44,15279,64,15343,37399,41.03,1,0,116,34,苓雅區
23,2020-06-06 16:56:10,5919,141,6.23,6060,42,6102,15277,39.94,1,0,81,15,大寮區
24,2020-06-06 16:56:10,5926,161,16.59,6087,27,6114,14129,43.27,1,0,32,13,大樹區
25,2020-06-06 16:56:10,6406,210,2.18,6616,32,6648,20402,32.59,1,0,228,19,鳳山區
26,2020-06-06 16:56:10,6562,211,11.39,6773,50,6823,15930,42.83,1,0,51,16,林園區
27,2020-06-06 16:56:10,15329,387,11.83,15716,74,15790,37410,42.21,1,0,89,29,小港區
28,2020-06-06 16:56:11,3241,113,9.95,3354,21,3375,6363,53.04,1,0,31,8,橋頭區
29,2020-06-06 16:56:11,7997,215,27.31,8212,50,8262,17668,46.76,1,0,24,16,大社區
30,2020-06-06 16:56:11,4504,101,11.56,4605,15,4620,10979,42.08,1,0,28,9,鳥松區
31,2020-06-06 16:56:11,4314,141,5.83,4455,18,4473,9864,45.35,1,0,47,8,仁武區
32,2020-06-06 16:56:11,5299,147,20.9,5446,38,5484,12419,44.16,1,0,25,14,燕巢區
33,2020-06-06 16:56:11,8498,252,10.74,8750,49,8799,24062,36.57,1,0,72,24,岡山區
34,2020-06-06 16:56:12,11394,347,26.85,11741,62,11803,26909,43.86,1,0,41,27,路竹區
35,2020-06-06 16:56:12,2186,80,34.02,2266,18,2284,5489,41.61,1,0,12,10,田寮區
36,2020-06-06 16:56:12,7657,223,32.12,7880,53,7933,17261,45.96,1,0,21,16,阿蓮區
37,2020-06-06 16:56:12,5265,176,20.98,5441,36,5477,12097,45.28,1,0,24,12,湖內區
38,2020-06-06 16:56:13,1531,90,14.04,1621,21,1642,6112,26.87,1,0,12,6,六龜區
39,2020-06-06 16:56:13,4789,207,15.55,4996,32,5028,13771,36.51,1,0,35,17,旗山區
40,2020-06-06 16:56:13,6832,209,26.78,7041,38,7079,16803,42.13,1,0,21,14,茄萣區
41,2020-06-06 16:56:13,2347,50,20.06,2397,12,2409,5804,41.51,1,0,12,7,永安區
42,2020-06-06 16:56:13,4508,142,28.32,4650,38,4688,11724,39.99,1,0,18,14,彌陀區
43,2020-06-06 16:56:13,7338,200,24.24,7538,39,7577,15809,47.93,1,0,28,16,梓官區
44,2020-06-06 16:56:13,3769,158,11.05,3927,34,3961,13583,29.16,1,0,32,13,美濃區
45,2020-06-06 16:56:14,91,21,2.72,112,1,113,2051,5.51,1,0,8,5,桃源區
46,2020-06-06 16:56:14,1663,80,16.24,1743,15,1758,6831,25.74,1,0,10,7,杉林區
47,2020-06-06 16:56:14,709,29,13.57,738,6,744,3488,21.33,1,0,7,4,甲仙區
48,2020-06-06 16:56:14,172,5,7.37,177,0,177,1047,16.91,1,0,4,2,那瑪夏區
49,2020-06-06 16:56:14,50,1,3.29,51,0,51,1038,4.91,1,0,3,2,茂林區
50,2020-06-06 16:56:14,3362,125,26.86,3487,47,3534,10867,32.52,1,0,18,17,內門區
51,2020-06-06 16:57:14,6542,152,31.01,6694,43,6737,15237,44.21,1,0,24,18,鹽埕區
52,2020-06-06 16:57:14,301570,8626,13.11,310196,1774,311970,774312,40.29,38,1,1823,731,高雄市
53,2020-06-06 16:57:15,13853,446,8.76,14299,82,14381,47980,29.97,1,0,103,43,左營區
54,2020-06-06 16:57:15,7492,190,6.61,7682,44,7726,20963,36.86,1,0,77,19,鼓山區
55,2020-06-06 16:57:15,22297,594,14.72,22891,107,22998,55976,41.09,1,0,99,40,楠梓區
56,2020-06-06 16:57:16,7689,205,32.44,7894,39,7933,19303,41.1,1,0,22,19,前金區
57,2020-06-06 16:57:16,18381,466,12.88,18847,80,18927,45755,41.37,1,0,116,41,苓雅區
58,2020-06-06 16:57:16,20339,534,12.93,20873,117,20990,50169,41.84,1,0,119,44,前鎮區
59,2020-06-06 16:57:16,18257,462,6.49,18719,95,18814,41392,45.45,1,0,189,37,三民區
60,2020-06-06 16:57:16,15042,391,34.66,15433,72,15505,37385,41.47,1,0,42,37,新興區
61,2020-06-06 16:57:17,8808,277,15.29,9085,70,9155,21128,43.33,1,0,51,21,林園區
62,2020-06-06 16:57:17,18697,465,14.43,19162,94,19256,45557,42.27,1,0,89,35,小港區
63,2020-06-06 16:57:17,5467,152,22.82,5619,38,5657,12493,45.28,1,0,18,10,旗津區
64,2020-06-06 16:57:17,9917,298,3.37,10215,59,10274,32308,31.8,1,0,228,28,鳳山區
65,2020-06-06 16:57:18,8277,214,23.17,8491,37,8528,19881,42.9,1,0,32,18,大樹區
66,2020-06-06 16:57:18,6998,179,7.37,7177,46,7223,18040,40.04,1,0,81,18,大寮區
67,2020-06-06 16:57:19,9243,254,31.57,9497,59,9556,20341,46.98,1,0,24,18,大社區
68,2020-06-06 16:57:19,5577,168,7.54,5745,27,5772,12845,44.94,1,0,47,10,仁武區
69,2020-06-06 16:57:19,6171,145,15.84,6316,26,6342,14688,43.18,1,0,28,12,鳥松區
70,2020-06-06 16:57:20,8851,263,11.19,9114,50,9164,24811,36.94,1,0,72,25,岡山區
71,2020-06-06 16:57:20,4396,150,13.49,4546,26,4572,8662,52.78,1,0,31,10,橋頭區
72,2020-06-06 16:57:21,8754,247,36.72,9001,58,9059,19891,45.54,1,0,21,18,阿蓮區
73,2020-06-06 16:57:21,7249,193,28.59,7442,55,7497,17168,43.67,1,0,25,18,燕巢區
74,2020-06-06 16:57:21,2475,91,38.52,2566,21,2587,6067,42.64,1,0,12,11,田寮區
75,2020-06-06 16:57:22,12265,370,28.91,12635,67,12702,28933,43.9,1,0,41,29,路竹區
76,2020-06-06 16:57:22,5688,198,22.66,5886,36,5922,13292,44.55,1,0,24,13,湖內區
77,2020-06-06 16:57:22,8767,264,34.36,9031,49,9080,21028,43.18,1,0,21,18,茄萣區
78,2020-06-06 16:57:23,4789,207,15.55,4996,32,5028,13771,36.51,1,0,35,17,旗山區
79,2020-06-06 16:57:23,2976,72,25.44,3048,18,3066,7243,42.33,1,0,12,9,永安區
80,2020-06-06 16:57:23,8714,233,28.79,8947,47,8994,18803,47.83,1,0,28,18,梓官區
81,2020-06-06 16:57:23,4508,142,28.32,4650,38,4688,11724,39.99,1,0,18,14,彌陀區
82,2020-06-06 16:57:24,887,44,16.98,931,8,939,4072,23.06,1,0,7,5,甲仙區
83,2020-06-06 16:57:24,1729,105,15.86,1834,23,1857,6732,27.58,1,0,12,7,六龜區
84,2020-06-06 16:57:24,4289,189,12.57,4478,39,4517,15510,29.12,1,0,32,15,美濃區
85,2020-06-06 16:57:25,50,1,3.29,51,0,51,1038,4.91,1,0,3,2,茂林區
86,2020-06-06 16:57:25,91,21,2.72,112,1,113,2051,5.51,1,0,8,5,桃源區
87,2020-06-06 16:57:25,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
88,2020-06-06 16:57:25,193,6,8.27,199,0,199,1755,11.34,1,0,4,3,那瑪夏區
89,2020-06-06 16:57:25,1989,93,19.43,2082,15,2097,7803,26.87,1,0,10,8,杉林區
90,2020-06-06 16:57:41,301570,8626,13.11,310196,1774,311970,774312,40.29,38,1,1823,731,高雄市
91,2020-06-06 16:57:41,22297,594,14.72,22891,107,22998,55976,41.09,1,0,99,40,楠梓區
92,2020-06-06 16:57:41,15042,391,34.66,15433,72,15505,37385,41.47,1,0,42,37,新興區
93,2020-06-06 16:57:41,7689,205,32.44,7894,39,7933,19303,41.1,1,0,22,19,前金區
94,2020-06-06 16:57:41,7492,190,6.61,7682,44,7726,20963,36.86,1,0,77,19,鼓山區
95,2020-06-06 16:57:41,13853,446,8.76,14299,82,14381,47980,29.97,1,0,103,43,左營區
96,2020-06-06 16:57:41,6542,152,31.01,6694,43,6737,15237,44.21,1,0,24,18,鹽埕區
97,2020-06-06 16:57:41,18257,462,6.49,18719,95,18814,41392,45.45,1,0,189,37,三民區
98,2020-06-06 16:57:42,4396,150,13.49,4546,26,4572,8662,52.78,1,0,31,10,橋頭區
99,2020-06-06 16:57:42,6998,179,7.37,7177,46,7223,18040,40.04,1,0,81,18,大寮區
100,2020-06-06 16:57:42,18381,466,12.88,18847,80,18927,45755,41.37,1,0,116,41,苓雅區
101,2020-06-06 16:57:42,6171,145,15.84,6316,26,6342,14688,43.18,1,0,28,12,鳥松區
102,2020-06-06 16:57:42,18697,465,14.43,19162,94,19256,45557,42.27,1,0,89,35,小港區
103,2020-06-06 16:57:42,9243,254,31.57,9497,59,9556,20341,46.98,1,0,24,18,大社區
104,2020-06-06 16:57:42,5467,152,22.82,5619,38,5657,12493,45.28,1,0,18,10,旗津區
105,2020-06-06 16:57:42,5577,168,7.54,5745,27,5772,12845,44.94,1,0,47,10,仁武區
106,2020-06-06 16:57:42,9917,298,3.37,10215,59,10274,32308,31.8,1,0,228,28,鳳山區
107,2020-06-06 16:57:42,8851,263,11.19,9114,50,9164,24811,36.94,1,0,72,25,岡山區
108,2020-06-06 16:57:42,20339,534,12.93,20873,117,20990,50169,41.84,1,0,119,44,前鎮區
109,2020-06-06 16:57:42,8277,214,23.17,8491,37,8528,19881,42.9,1,0,32,18,大樹區
110,2020-06-06 16:57:42,8808,277,15.29,9085,70,9155,21128,43.33,1,0,51,21,林園區
111,2020-06-06 16:57:43,4289,189,12.57,4478,39,4517,15510,29.12,1,0,32,15,美濃區
112,2020-06-06 16:57:43,7249,193,28.59,7442,55,7497,17168,43.67,1,0,25,18,燕巢區
113,2020-06-06 16:57:43,8754,247,36.72,9001,58,9059,19891,45.54,1,0,21,18,阿蓮區
114,2020-06-06 16:57:43,12265,370,28.91,12635,67,12702,28933,43.9,1,0,41,29,路竹區
115,2020-06-06 16:57:43,2976,72,25.44,3048,18,3066,7243,42.33,1,0,12,9,永安區
116,2020-06-06 16:57:43,8714,233,28.79,8947,47,8994,18803,47.83,1,0,28,18,梓官區
117,2020-06-06 16:57:43,2475,91,38.52,2566,21,2587,6067,42.64,1,0,12,11,田寮區
118,2020-06-06 16:57:43,4789,207,15.55,4996,32,5028,13771,36.51,1,0,35,17,旗山區
119,2020-06-06 16:57:43,887,44,16.98,931,8,939,4072,23.06,1,0,7,5,甲仙區
120,2020-06-06 16:57:43,1989,93,19.43,2082,15,2097,7803,26.87,1,0,10,8,杉林區
121,2020-06-06 16:57:43,4508,142,28.32,4650,38,4688,11724,39.99,1,0,18,14,彌陀區
122,2020-06-06 16:57:43,8767,264,34.36,9031,49,9080,21028,43.18,1,0,21,18,茄萣區
123,2020-06-06 16:57:43,1729,105,15.86,1834,23,1857,6732,27.58,1,0,12,7,六龜區
124,2020-06-06 16:57:43,5688,198,22.66,5886,36,5922,13292,44.55,1,0,24,13,湖內區
125,2020-06-06 16:57:44,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
126,2020-06-06 16:57:44,50,1,3.29,51,0,51,1038,4.91,1,0,3,2,茂林區
127,2020-06-06 16:57:44,91,21,2.72,112,1,113,2051,5.51,1,0,8,5,桃源區
128,2020-06-06 16:57:44,193,6,8.27,199,0,199,1755,11.34,1,0,4,3,那瑪夏區
129,2020-06-06 16:58:34,301570,8626,13.11,310196,1774,311970,774312,40.29,38,1,1823,731,高雄市
130,2020-06-06 16:58:35,7492,190,6.61,7682,44,7726,20963,36.86,1,0,77,19,鼓山區
131,2020-06-06 16:58:35,6542,152,31.01,6694,43,6737,15237,44.21,1,0,24,18,鹽埕區
132,2020-06-06 16:58:35,22297,594,14.72,22891,107,22998,55976,41.09,1,0,99,40,楠梓區
133,2020-06-06 16:58:35,13853,446,8.76,14299,82,14381,47980,29.97,1,0,103,43,左營區
134,2020-06-06 16:58:35,18257,462,6.49,18719,95,18814,41392,45.45,1,0,189,37,三民區
135,2020-06-06 16:58:36,7689,205,32.44,7894,39,7933,19303,41.1,1,0,22,19,前金區
136,2020-06-06 16:58:36,5467,152,22.82,5619,38,5657,12493,45.28,1,0,18,10,旗津區
137,2020-06-06 16:58:36,18381,466,12.88,18847,80,18927,45755,41.37,1,0,116,41,苓雅區
138,2020-06-06 16:58:36,15042,391,34.66,15433,72,15505,37385,41.47,1,0,42,37,新興區
139,2020-06-06 16:58:36,20339,534,12.93,20873,117,20990,50169,41.84,1,0,119,44,前鎮區
140,2020-06-06 16:58:37,8277,214,23.17,8491,37,8528,19881,42.9,1,0,32,18,大樹區
141,2020-06-06 16:58:37,6998,179,7.37,7177,46,7223,18040,40.04,1,0,81,18,大寮區
142,2020-06-06 16:58:37,9243,254,31.57,9497,59,9556,20341,46.98,1,0,24,18,大社區
143,2020-06-06 16:58:37,9917,298,3.37,10215,59,10274,32308,31.8,1,0,228,28,鳳山區
144,2020-06-06 16:58:37,18697,465,14.43,19162,94,19256,45557,42.27,1,0,89,35,小港區
145,2020-06-06 16:58:37,8808,277,15.29,9085,70,9155,21128,43.33,1,0,51,21,林園區
146,2020-06-06 16:58:38,5577,168,7.54,5745,27,5772,12845,44.94,1,0,47,10,仁武區
147,2020-06-06 16:58:38,6171,145,15.84,6316,26,6342,14688,43.18,1,0,28,12,鳥松區
148,2020-06-06 16:58:38,4396,150,13.49,4546,26,4572,8662,52.78,1,0,31,10,橋頭區
149,2020-06-06 16:58:38,8851,263,11.19,9114,50,9164,24811,36.94,1,0,72,25,岡山區
150,2020-06-06 16:58:38,7249,193,28.59,7442,55,7497,17168,43.67,1,0,25,18,燕巢區
151,2020-06-06 16:58:39,2475,91,38.52,2566,21,2587,6067,42.64,1,0,12,11,田寮區
152,2020-06-06 16:58:39,8754,247,36.72,9001,58,9059,19891,45.54,1,0,21,18,阿蓮區
153,2020-06-06 16:58:39,12265,370,28.91,12635,67,12702,28933,43.9,1,0,41,29,路竹區
154,2020-06-06 16:58:40,5688,198,22.66,5886,36,5922,13292,44.55,1,0,24,13,湖內區
155,2020-06-06 16:58:40,4789,207,15.55,4996,32,5028,13771,36.51,1,0,35,17,旗山區
156,2020-06-06 16:58:40,2976,72,25.44,3048,18,3066,7243,42.33,1,0,12,9,永安區
157,2020-06-06 16:58:40,8767,264,34.36,9031,49,9080,21028,43.18,1,0,21,18,茄萣區
158,2020-06-06 16:58:40,4508,142,28.32,4650,38,4688,11724,39.99,1,0,18,14,彌陀區
159,2020-06-06 16:58:40,8714,233,28.79,8947,47,8994,18803,47.83,1,0,28,18,梓官區
160,2020-06-06 16:58:41,1989,93,19.43,2082,15,2097,7803,26.87,1,0,10,8,杉林區
161,2020-06-06 16:58:41,1729,105,15.86,1834,23,1857,6732,27.58,1,0,12,7,六龜區
162,2020-06-06 16:58:41,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
163,2020-06-06 16:58:41,887,44,16.98,931,8,939,4072,23.06,1,0,7,5,甲仙區
164,2020-06-06 16:58:41,4289,189,12.57,4478,39,4517,15510,29.12,1,0,32,15,美濃區
165,2020-06-06 16:58:42,91,21,2.72,112,1,113,2051,5.51,1,0,8,5,桃源區
166,2020-06-06 16:58:42,193,6,8.27,199,0,199,1755,11.34,1,0,4,3,那瑪夏區
167,2020-06-06 16:58:42,50,1,3.29,51,0,51,1038,4.91,1,0,3,2,茂林區
168,2020-06-06 16:59:32,6542,152,31.01,6694,43,6737,15237,44.21,1,0,24,18,鹽埕區
169,2020-06-06 16:59:32,301570,8626,13.11,310196,1774,311970,774312,40.29,38,1,1823,731,高雄市
170,2020-06-06 16:59:33,7689,205,32.44,7894,39,7933,19303,41.1,1,0,22,19,前金區
171,2020-06-06 16:59:33,7492,190,6.61,7682,44,7726,20963,36.86,1,0,77,19,鼓山區
172,2020-06-06 16:59:33,18257,462,6.49,18719,95,18814,41392,45.45,1,0,189,37,三民區
173,2020-06-06 16:59:33,22297,594,14.72,22891,107,22998,55976,41.09,1,0,99,40,楠梓區
174,2020-06-06 16:59:33,15042,391,34.66,15433,72,15505,37385,41.47,1,0,42,37,新興區
175,2020-06-06 16:59:33,13853,446,8.76,14299,82,14381,47980,29.97,1,0,103,43,左營區
176,2020-06-06 16:59:34,5467,152,22.82,5619,38,5657,12493,45.28,1,0,18,10,旗津區
177,2020-06-06 16:59:34,20339,534,12.93,20873,117,20990,50169,41.84,1,0,119,44,前鎮區
178,2020-06-06 16:59:34,18697,465,14.43,19162,94,19256,45557,42.27,1,0,89,35,小港區
179,2020-06-06 16:59:34,18381,466,12.88,18847,80,18927,45755,41.37,1,0,116,41,苓雅區
180,2020-06-06 16:59:35,9917,298,3.37,10215,59,10274,32308,31.8,1,0,228,28,鳳山區
181,2020-06-06 16:59:35,6998,179,7.37,7177,46,7223,18040,40.04,1,0,81,18,大寮區
182,2020-06-06 16:59:35,8808,277,15.29,9085,70,9155,21128,43.33,1,0,51,21,林園區
183,2020-06-06 16:59:35,8277,214,23.17,8491,37,8528,19881,42.9,1,0,32,18,大樹區
184,2020-06-06 16:59:36,8851,263,11.19,9114,50,9164,24811,36.94,1,0,72,25,岡山區
185,2020-06-06 16:59:36,5577,168,7.54,5745,27,5772,12845,44.94,1,0,47,10,仁武區
186,2020-06-06 16:59:36,6171,145,15.84,6316,26,6342,14688,43.18,1,0,28,12,鳥松區
187,2020-06-06 16:59:36,9243,254,31.57,9497,59,9556,20341,46.98,1,0,24,18,大社區
188,2020-06-06 16:59:37,1729,105,15.86,1834,23,1857,6732,27.58,1,0,12,7,六龜區
189,2020-06-06 16:59:37,8754,247,36.72,9001,58,9059,19891,45.54,1,0,21,18,阿蓮區
190,2020-06-06 16:59:37,8714,233,28.79,8947,47,8994,18803,47.83,1,0,28,18,梓官區
191,2020-06-06 16:59:37,4396,150,13.49,4546,26,4572,8662,52.78,1,0,31,10,橋頭區
192,2020-06-06 16:59:37,887,44,16.98,931,8,939,4072,23.06,1,0,7,5,甲仙區
193,2020-06-06 16:59:37,4289,189,12.57,4478,39,4517,15510,29.12,1,0,32,15,美濃區
194,2020-06-06 16:59:37,7249,193,28.59,7442,55,7497,17168,43.67,1,0,25,18,燕巢區
195,2020-06-06 16:59:37,5688,198,22.66,5886,36,5922,13292,44.55,1,0,24,13,湖內區
196,2020-06-06 16:59:37,8767,264,34.36,9031,49,9080,21028,43.18,1,0,21,18,茄萣區
197,2020-06-06 16:59:37,4508,142,28.32,4650,38,4688,11724,39.99,1,0,18,14,彌陀區
198,2020-06-06 16:59:37,1989,93,19.43,2082,15,2097,7803,26.87,1,0,10,8,杉林區
199,2020-06-06 16:59:37,2475,91,38.52,2566,21,2587,6067,42.64,1,0,12,11,田寮區
200,2020-06-06 16:59:37,4789,207,15.55,4996,32,5028,13771,36.51,1,0,35,17,旗山區
201,2020-06-06 16:59:37,12265,370,28.91,12635,67,12702,28933,43.9,1,0,41,29,路竹區
202,2020-06-06 16:59:37,2976,72,25.44,3048,18,3066,7243,42.33,1,0,12,9,永安區
203,2020-06-06 16:59:38,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
204,2020-06-06 16:59:38,91,21,2.72,112,1,113,2051,5.51,1,0,8,5,桃源區
205,2020-06-06 16:59:38,50,1,3.29,51,0,51,1038,4.91,1,0,3,2,茂林區
206,2020-06-06 16:59:38,193,6,8.27,199,0,199,1755,11.34,1,0,4,3,那瑪夏區
207,2020-06-06 17:00:29,15961,415,36.78,16376,80,16456,39748,41.4,1,0,42,39,新興區
208,2020-06-06 17:00:29,18458,559,11.67,19017,101,19118,60259,31.73,1,0,103,50,左營區
209,2020-06-06 17:00:29,25847,697,16.43,26544,140,26684,62828,42.47,1,0,119,55,前鎮區
210,2020-06-06 17:00:29,10288,264,9.07,10552,53,10605,27505,38.56,1,0,77,24,鼓山區
211,2020-06-06 17:00:29,21595,552,15.13,22147,100,22247,53420,41.65,1,0,116,48,苓雅區
212,2020-06-06 17:00:29,25406,653,9.03,26059,124,26183,58147,45.03,1,0,189,49,三民區
213,2020-06-06 17:00:29,7566,189,35.87,7755,51,7806,17603,44.34,1,0,24,21,鹽埕區
214,2020-06-06 17:00:29,24926,658,16.45,25584,118,25702,62464,41.15,1,0,99,44,楠梓區
215,2020-06-06 17:00:29,363516,10364,15.81,373880,2115,375995,925521,40.63,38,3,1823,856,高雄市
216,2020-06-06 17:00:29,8714,235,36.76,8949,45,8994,21939,41.0,1,0,22,21,前金區
217,2020-06-06 17:00:30,15928,446,5.42,16374,90,16464,47629,34.57,1,0,228,41,鳳山區
218,2020-06-06 17:00:30,9765,260,27.34,10025,51,10076,22970,43.87,1,0,32,21,大樹區
219,2020-06-06 17:00:30,6184,165,25.82,6349,40,6389,14044,45.49,1,0,18,11,旗津區
220,2020-06-06 17:00:30,21978,546,16.96,22524,110,22634,54053,41.87,1,0,89,41,小港區
221,2020-06-06 17:00:30,6998,179,7.37,7177,46,7223,18040,40.04,1,0,81,18,大寮區
222,2020-06-06 17:00:30,11176,336,19.4,11512,80,11592,26372,43.96,1,0,51,26,林園區
223,2020-06-06 17:00:31,9243,254,31.57,9497,59,9556,20341,46.98,1,0,24,18,大社區
224,2020-06-06 17:00:31,8122,187,20.85,8309,34,8343,19409,42.99,1,0,28,15,鳥松區
225,2020-06-06 17:00:31,8273,245,11.18,8518,44,8562,18647,45.92,1,0,47,14,仁武區
226,2020-06-06 17:00:32,7414,265,29.54,7679,49,7728,17155,45.05,1,0,24,17,湖內區
227,2020-06-06 17:00:32,6271,213,19.25,6484,36,6520,12599,51.75,1,0,31,14,橋頭區
228,2020-06-06 17:00:32,9305,258,39.03,9563,64,9627,21083,45.66,1,0,21,19,阿蓮區
229,2020-06-06 17:00:32,2475,91,38.52,2566,21,2587,6067,42.64,1,0,12,11,田寮區
230,2020-06-06 17:00:32,11455,357,14.48,11812,59,11871,31788,37.34,1,0,72,31,岡山區
231,2020-06-06 17:00:32,8740,238,34.47,8978,74,9052,20783,43.55,1,0,25,21,燕巢區
232,2020-06-06 17:00:32,14297,439,33.69,14736,88,14824,33828,43.82,1,0,41,34,路竹區
233,2020-06-06 17:00:33,9499,279,37.23,9778,51,9829,22764,43.18,1,0,21,19,茄萣區
234,2020-06-06 17:00:33,2976,72,25.44,3048,18,3066,7243,42.33,1,0,12,9,永安區
235,2020-06-06 17:00:33,5319,164,33.42,5483,40,5523,13866,39.83,1,0,18,16,彌陀區
236,2020-06-06 17:00:34,6049,254,19.64,6303,42,6345,17174,36.95,1,0,35,21,旗山區
237,2020-06-06 17:00:34,2048,126,18.78,2174,30,2204,8062,27.34,1,0,12,8,六龜區
238,2020-06-06 17:00:34,4289,189,12.57,4478,39,4517,15510,29.12,1,0,32,15,美濃區
239,2020-06-06 17:00:34,887,44,16.98,931,8,939,4072,23.06,1,0,7,5,甲仙區
240,2020-06-06 17:00:34,9764,265,32.25,10029,57,10086,21044,47.93,1,0,28,20,梓官區
241,2020-06-06 17:00:34,1989,93,19.43,2082,15,2097,7803,26.87,1,0,10,8,杉林區
242,2020-06-06 17:00:35,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
243,2020-06-06 17:00:35,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
244,2020-06-06 17:00:36,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
245,2020-06-06 17:00:36,179,24,5.36,203,2,205,2891,7.09,1,0,8,7,桃源區
246,2020-06-06 17:01:26,7566,189,35.87,7755,51,7806,17603,44.34,1,0,24,21,鹽埕區
247,2020-06-06 17:01:26,15961,415,36.78,16376,80,16456,39748,41.4,1,0,42,39,新興區
248,2020-06-06 17:01:26,25406,653,9.03,26059,124,26183,58147,45.03,1,0,189,49,三民區
249,2020-06-06 17:01:26,10288,264,9.07,10552,53,10605,27505,38.56,1,0,77,24,鼓山區
250,2020-06-06 17:01:26,8714,235,36.76,8949,45,8994,21939,41.0,1,0,22,21,前金區
251,2020-06-06 17:01:26,18458,559,11.67,19017,101,19118,60259,31.73,1,0,103,50,左營區
252,2020-06-06 17:01:26,24926,658,16.45,25584,118,25702,62464,41.15,1,0,99,44,楠梓區
253,2020-06-06 17:01:26,363516,10364,15.81,373880,2115,375995,925521,40.63,38,3,1823,856,高雄市
254,2020-06-06 17:01:27,6184,165,25.82,6349,40,6389,14044,45.49,1,0,18,11,旗津區
255,2020-06-06 17:01:27,25847,697,16.43,26544,140,26684,62828,42.47,1,0,119,55,前鎮區
256,2020-06-06 17:01:27,21595,552,15.13,22147,100,22247,53420,41.65,1,0,116,48,苓雅區
257,2020-06-06 17:01:27,15928,446,5.42,16374,90,16464,47629,34.57,1,0,228,41,鳳山區
258,2020-06-06 17:01:27,21978,546,16.96,22524,110,22634,54053,41.87,1,0,89,41,小港區
259,2020-06-06 17:01:28,9243,254,31.57,9497,59,9556,20341,46.98,1,0,24,18,大社區
260,2020-06-06 17:01:28,6998,179,7.37,7177,46,7223,18040,40.04,1,0,81,18,大寮區
261,2020-06-06 17:01:28,8122,187,20.85,8309,34,8343,19409,42.99,1,0,28,15,鳥松區
262,2020-06-06 17:01:28,11455,357,14.48,11812,59,11871,31788,37.34,1,0,72,31,岡山區
263,2020-06-06 17:01:28,11176,336,19.4,11512,80,11592,26372,43.96,1,0,51,26,林園區
264,2020-06-06 17:01:28,9765,260,27.34,10025,51,10076,22970,43.87,1,0,32,21,大樹區
265,2020-06-06 17:01:28,6271,213,19.25,6484,36,6520,12599,51.75,1,0,31,14,橋頭區
266,2020-06-06 17:01:28,8273,245,11.18,8518,44,8562,18647,45.92,1,0,47,14,仁武區
